census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2022,66,108548,108548,205-207 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Yoon's Kitchen Melbourne,Gnd & Flr1 207 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.96729827565002,-37.8116985196,"-37.8116985196, 144.96729827565002"
2022,66,108549,108549,209-211 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Minh Xuong Seafood & BBQ Restaurant,209-211 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.9672701308587,-37.811644948449995,"-37.811644948449995, 144.9672701308587"
2022,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Gong De Lin,Level 3 264 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96514740335823,-37.81181061845,"-37.81181061845, 144.96514740335823"
2022,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),House of Correction,Level 4 264 Swanston Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.96514740335823,-37.81181061845,"-37.81181061845, 144.96514740335823"
2022,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
2022,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Foodie Hub,254 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
2022,66,109436,109436,27-29 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),Section 8 Bar,27-29 Tattersalls Lane MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96538955066575,-37.8117616219,"-37.8117616219, 144.96538955066575"
2022,66,109437,109437,4-12 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),Boiling Crab Melbourne,Ground 4 Tattersalls Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,180,144.96577027939998,-37.81206163150948,"-37.81206163150948, 144.96577027939998"
2022,66,520595,520595,238 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Rice Workshop,238 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.96578112825,-37.81224753804345,"-37.81224753804345, 144.96578112825"
2022,67,103603,103603,221-227 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Yamato Japanese Restaurant,223 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9695838654796,-37.8106706381,"-37.8106706381, 144.9695838654796"
2022,67,103604,103604,229 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Yang's Dumplings,Ground 229 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,49,144.96952292792585,-37.810583946600005,"-37.810583946600005, 144.96952292792585"
2022,67,103605,103605,231-233 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Smith Kebabs,233 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.96951282831378,-37.81050752475,"-37.81050752475, 144.96951282831378"
2022,67,105673,105673,103-105 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,118,144.96925328869995,-37.81049413885108,"-37.81049413885108, 144.96925328869995"
2022,67,105674,105674,107-111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Wu Mi Zhou,Ground 111 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,200,144.96911920399998,-37.81053361933401,"-37.81053361933401, 144.96911920399998"
2022,67,108581,108581,226-236 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Connie's Italian Dinner,Level 1 234 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,190,144.96764384655324,-37.8109824535,"-37.8109824535, 144.96764384655324"
2022,67,108581,108581,226-236 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Heartbreaker,234A Russell Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,100,144.96764384655324,-37.8109824535,"-37.8109824535, 144.96764384655324"
2022,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Ants Bistro,7-9 Corrs Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9679605734296,-37.81133821925,"-37.81133821925, 144.9679605734296"
2022,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Home Kitchen & Bar,Restaurant Level 1 222 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9679605734296,-37.81133821925,"-37.81133821925, 144.9679605734296"
2022,68,103620,103620,196-226 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bettys Burgers & Concrete Co. Exhibition Street,"Tenancy 2, Ground 222 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,65,144.97048167014998,-37.810474703008225,"-37.810474703008225, 144.97048167014998"
2022,68,103620,103620,196-226 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Pearl Diver Cocktails & Oysters,56 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,113,144.97048167014998,-37.810474703008225,"-37.810474703008225, 144.97048167014998"
2022,68,105672,105672,53-57 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bobbys Coffee & Bagels,Rear 57 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,8,144.97071442655,-37.810057226852095,"-37.810057226852095, 144.97071442655"
2022,68,105899,105899,50-52 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shark Fin Inn City,50-52 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,220,144.9709749883,-37.81068500732816,"-37.81068500732816, 144.9709749883"
2022,68,108989,108989,Park Tower 199-207 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Father John Cafe,"Shop 1, 201 Spring Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,21,144.97204769616053,-37.81012626235,"-37.81012626235, 144.97204769616053"
2022,71,105315,105315,267-271 King Street MELBOURNE VIC 3000,Melbourne (CBD),Taketori Fusion Japanese,Part Gnd & Flr1 267-271 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.95431256588506,-37.81391977565,"-37.81391977565, 144.95431256588506"
2022,71,105316,105316,273 King Street MELBOURNE VIC 3000,Melbourne (CBD),Madame K's Vegetarian,273 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.95428162538025,-37.8138478428,"-37.8138478428, 144.95428162538025"
2022,71,711415,108962,244-262 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Eggholic Upper West Side,"Shop 2, 260 Spencer Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.9526853697467,-37.8144522824,"-37.8144522824, 144.9526853697467"
2022,72,105375,105375,276-282 King Street MELBOURNE VIC 3000,Melbourne (CBD),House Blend,"Shop 3, 280 King Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.95482420112944,-37.81349891145,"-37.81349891145, 144.95482420112944"
2022,72,105727,105727,528-538 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Peddler Tuck Shop CBD,528 Lonsdale Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,12,144.95642184692633,-37.81365703285,"-37.81365703285, 144.95642184692633"
2022,72,105727,105727,528-538 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Court,536 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95642184692633,-37.81365703285,"-37.81365703285, 144.95642184692633"
2022,72,106022,106022,527-533 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cherry Lane Espresso,Ground 533 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.95631021025,-37.813228131121704,"-37.813228131121704, 144.95631021025"
2022,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Real Kebab,"Shop 7, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,5,144.95556507794998,-37.81329562136028,"-37.81329562136028, 144.95556507794998"
2022,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Seoul Toast Bong,"Shop 6, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,17,144.95556507794998,-37.81329562136028,"-37.81329562136028, 144.95556507794998"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bon Bon Boy Healeys Lane,"Shop C3, 10A Healeys Lane MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,26,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Jang Gun Restaurant,"Shop C1, 10B Healeys Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Nico's Sandwich Deli,"Shop K, 535 Little Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Outdoor,10,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gami City,"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,73,105732,105732,Clarence Chambers 452-456 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Piccolo Me,"Shop 1, 456 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.9586142803,-37.81298036639565,"-37.81298036639565, 144.9586142803"
2022,73,559301,559301,458-468 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Firm Espresso Bar,Ground 460 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,48,144.95835075315,-37.8130565380355,"-37.8130565380355, 144.95835075315"
2022,74,103200,103200,287-289 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Mankeumi,Level 1 287-289 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.96163473069288,-37.811909456950005,"-37.811909456950005, 144.96163473069288"
2022,74,103201,103201,291-293 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Spoon,291-293 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.96170921793797,-37.8117917806,"-37.8117917806, 144.96170921793797"
2022,74,103204,103204,301 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),G2 Korean BBQ,301 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,74,144.9616270539296,-37.8116111546,"-37.8116111546, 144.9616270539296"
2022,74,103206,103206,307-311 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Pepper Lunch,Ground 307-311 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.9615610497648,-37.8114685386,"-37.8114685386, 144.9615610497648"
2022,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Hardware Societe,123 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.96039374129998,-37.812107125964275,"-37.812107125964275, 144.96039374129998"
2022,74,104664,104664,116-122 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Ten Square Cafe,118-120 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,47,144.96070299637427,-37.81194747545,"-37.81194747545, 144.96070299637427"
2022,74,104664,104664,116-122 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Ten Square Cafe,118-120 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96070299637427,-37.81194747545,"-37.81194747545, 144.96070299637427"
2022,74,105737,105737,University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mook Ji Bar,404-406 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.960327221,-37.812442152378935,"-37.812442152378935, 144.960327221"
2022,74,105742,105742,364-372 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mamak,Ground 366-368 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96147267589998,-37.81222994453485,"-37.81222994453485, 144.96147267589998"
2022,74,105743,105743,352-362 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Noodle Villa,279-281 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,84,144.96178912148196,-37.81214254855,"-37.81214254855, 144.96178912148196"
2022,74,105743,105743,352-362 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Xing Fu Tang Australia,Part Ground 273 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.96178912148196,-37.81214254855,"-37.81214254855, 144.96178912148196"
2022,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),CJ Lunchbar,"Shop 2, 391 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9603413046,-37.811874044517,"-37.811874044517, 144.9603413046"
2022,74,108097,108097,254-258 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Red Cliff Chinese Restaurant,"Unit 1, 256 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.95994666281047,-37.8124775549,"-37.8124775549, 144.95994666281047"
2022,76,587670,105749,180 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Where's Marcel?,Part Ground 180 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mr Teriyaki,8-12 QV Urban Market MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,8,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sura Korean BBQ,26-30 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,116,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Meet Fresh QV,24 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Grill'd (QV),17-23 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,27,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ippudo,18-22 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),HANAICHI QV,13-15 QV Square MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,25,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Meet Fresh QV,24 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Hakata Gensuke QV,200 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Old Man Pho,19-21 QV Urban Market MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sura Korean BBQ,26-30 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,112,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi Jiro QV,Shop QS001 1-7 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,64,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe d' Hong Kong,29-31 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Earl Canteen,69 QV Urban Market MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,77,105752,110709,150 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),FOUNDRY LANE,"Tenancy 1, Ground 150 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9675732619,-37.81012779010194,"-37.81012779010194, 144.9675732619"
2022,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242 Exhibition Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.9699756013,-37.809415028369145,"-37.809415028369145, 144.9699756013"
2022,78,580090,580090,Casselden 2-30 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Standard Coffee,Part Ground 2 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.97142245799705,-37.8090732596,"-37.8090732596, 144.97142245799705"
2022,78,110715,580091,38-40 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mellow Beans,38-40 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.97072895345,-37.809196151079576,"-37.809196151079576, 144.97072895345"
2022,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Olivino @ Urban Workshop,"Shop 1, 45-49 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.97072895345,-37.809196151079576,"-37.809196151079576, 144.97072895345"
2022,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Lonsdale larder,"Shop 16, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,32,144.97072895345,-37.809196151079576,"-37.809196151079576, 144.97072895345"
2022,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bluebag,"Shop 11-11A, 36 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,18,144.97072895345,-37.809196151079576,"-37.809196151079576, 144.97072895345"
2022,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,Kiosk 50 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,71,144.97072895345,-37.809196151079576,"-37.809196151079576, 144.97072895345"
2022,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),All 4 U Cafe & Bar,536 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.95324276176925,-37.8135989884,"-37.8135989884, 144.95324276176925"
2022,81,108958,108958,Harbour Views Apartments 581-589 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Foglia Di Fico,Restaurant 585 La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9518789379,-37.81337048723074,"-37.81337048723074, 144.9518789379"
2022,82,105458,105458,Commonwealth Law Courts 295-307 William Street MELBOURNE VIC 3000,Melbourne (CBD),Le Will Cafe,Cafe 305 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9558865617,-37.81251343129243,"-37.81251343129243, 144.9558865617"
2022,82,105459,105459,469-477 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Frescatis Fine Foods,"Suite 2, Ground 469 La Trobe Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.9552953877,-37.812527127850046,"-37.812527127850046, 144.9552953877"
2022,82,106033,106033,470-472 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Workers Food Room,472 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,38,144.95550362775,-37.81299023959086,"-37.81299023959086, 144.95550362775"
2022,82,110108,110108,277-287 William Street MELBOURNE VIC 3000,Melbourne (CBD),Kings and Knaves Espresso,Part Ground 277 William Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,15,144.9563614665068,-37.8125205979,"-37.8125205979, 144.9563614665068"
2022,83,110759,110142,Northern Guardhouse Royal Mint 318 William Street MELBOURNE VIC 3000,Melbourne (CBD),The Mint Bar & Restaurant,Northern Guardhouse Royal Mint 318 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.9573593037722,-37.8120900551,"-37.8120900551, 144.9573593037722"
2022,84,103214,103214,349 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Isshin Ramen Bar,Ground 349 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96120823504424,-37.81067433725,"-37.81067433725, 144.96120823504424"
2022,84,105454,105454,333-335 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Sam Spade,Ground 333 La Trobe Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.95964474325,-37.81106975868231,"-37.81106975868231, 144.95964474325"
2022,84,109253,109253,22-28 Sutherland Street MELBOURNE VIC 3000,Melbourne (CBD),Yum Sing House,22-28 Sutherland Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,85,144.96088712780102,-37.81097275905,"-37.81097275905, 144.96088712780102"
2022,84,110968,110968,Elm Towers Apartments 306-320 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Overlay Coffee,320 Little Lonsdale Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,12,144.96028066371036,-37.811582372299995,"-37.811582372299995, 144.96028066371036"
2022,85,103311,103311,316-360 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Chilli India,"Tenancy 86, Ground 360 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.96206845195002,-37.810874128364034,"-37.810874128364034, 144.96206845195002"
2022,85,103311,103311,316-360 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Old Man Pho,"Tenancy 83, Ground 360 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,18,144.96206845195002,-37.810874128364034,"-37.810874128364034, 144.96206845195002"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Omi Melbourne Central,"Shop 149, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Rustica,"Shop 226, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,38,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Nene Chicken Melbourne Central,"Shop 147, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Outdoor,6,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Buza Chicken,"Shop 317, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,121,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Urban Fox,"Kiosk 10, Ground 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,16,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Schnitz,"Shop 264K, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,7,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
